method,loss_func,net,seed,init,act_func,train loss,train loss (last),train acc,train acc (last)
CBP,CE,64-129-10,4,None,relu,0.04126979410648346,0.04126979410648346,0.994991652754591,0.994991652754591
CBP,CE,64-129-10,5,None,relu,0.03869126737117767,0.03869126737117767,0.9927657206455204,0.9927657206455204
CBP,CE,64-129-10,6,None,relu,0.04403238743543625,0.04403238743543625,0.993322203672788,0.993322203672788
CBP,CE,64-129-10,7,None,relu,0.02745713107287884,0.02745713107287884,0.9972175848636616,0.9972175848636616
CBP,CE,64-129-10,8,None,relu,0.04518613591790199,0.04518613591790199,0.9905397885364496,0.9905397885364496
CBP,CE,64-129-10,9,None,relu,0.048642437905073166,0.048642437905073166,0.9944351697273232,0.9944351697273232
BP,CE,64-151-10,0,None,relu,0.09889563173055647,0.09889563173055647,0.9816360601001668,0.9816360601001668
BP,CE,64-151-10,1,None,relu,0.09872887283563614,0.09872887283563614,0.9810795770728992,0.9810795770728992
BP,CE,64-151-10,2,None,relu,0.10020675510168076,0.10020675510168076,0.9827490261547024,0.9827490261547024
BP,CE,64-151-10,3,None,relu,0.10145064443349837,0.10145064443349837,0.9805230940456316,0.9805230940456316
BP,CE,64-151-10,4,None,relu,0.0984373539686203,0.0984373539686203,0.979966611018364,0.979966611018364
BP,CE,64-151-10,5,None,relu,0.10154705494642258,0.10154705494642258,0.9810795770728992,0.9810795770728992
BP,CE,64-151-10,6,None,relu,0.09974915534257887,0.09974915534257887,0.9810795770728992,0.9810795770728992
BP,CE,64-151-10,7,None,relu,0.10048457235097884,0.10048457235097884,0.9810795770728992,0.9810795770728992
BP,CE,64-151-10,8,None,relu,0.1008247286081314,0.1008247286081314,0.9794101279910964,0.9794101279910964
BP,CE,64-151-10,9,None,relu,0.09797189384698868,0.09797189384698868,0.9821925431274346,0.9821925431274346
CBP,CE,64-151-10,0,None,relu,0.05205019563436508,0.05205019563436508,0.986644407345576,0.986644407345576
