method,loss_func,net,seed,init,act_func,train loss,train loss (last),train acc,train acc (last)
CBP,CE,20-41-2,5,None,relu,0.14122383296489716,0.14122383296489716,0.9727027027027026,0.9727027027027026
CBP,CE,20-41-2,6,None,relu,0.15807412564754486,0.15807412564754486,0.9751351351351352,0.9751351351351352
CBP,CE,20-41-2,7,None,relu,0.16304083168506622,0.16304083168506622,0.9731081081081079,0.9731081081081079
CBP,CE,20-41-2,8,None,relu,0.14225824177265167,0.14225824177265167,0.9724324324324324,0.9722972972972972
CBP,CE,20-41-2,9,None,relu,0.14369474351406095,0.14369474351406095,0.9752702702702702,0.9752702702702702
BP,CE,20-48-2,0,None,relu,0.3514915406703949,0.3514915406703949,0.9682432432432432,0.9682432432432432
BP,CE,20-48-2,1,None,relu,0.33875223994255066,0.33875223994255066,0.9682432432432432,0.9682432432432432
BP,CE,20-48-2,2,None,relu,0.37971270084381104,0.37971270084381104,0.9686486486486486,0.9686486486486486
BP,CE,20-48-2,3,None,relu,0.3735401928424835,0.3735401928424835,0.9601351351351352,0.9601351351351352
BP,CE,20-48-2,4,None,relu,0.3618820309638977,0.3618820309638977,0.9678378378378378,0.9678378378378378
BP,CE,20-48-2,5,None,relu,0.3742082715034485,0.3742082715034485,0.9668918918918918,0.9668918918918918
BP,CE,20-48-2,6,None,relu,0.3631583452224731,0.3631583452224731,0.9672972972972972,0.9672972972972972
BP,CE,20-48-2,7,None,relu,0.3360564112663269,0.3360564112663269,0.9637837837837838,0.9637837837837838
BP,CE,20-48-2,8,None,relu,0.3743647634983063,0.3743647634983063,0.967027027027027,0.9668918918918918
BP,CE,20-48-2,9,None,relu,0.3693660795688629,0.3693660795688629,0.9660810810810808,0.9660810810810808
CBP,CE,20-48-2,0,None,relu,0.15271180868148804,0.15271180868148804,0.9724324324324324,0.9724324324324324
CBP,CE,20-48-2,1,None,relu,0.1419496238231659,0.1419496238231659,0.9745945945945946,0.9745945945945946
CBP,CE,20-48-2,2,None,relu,0.17109400033950806,0.17109400033950806,0.9713513513513512,0.9713513513513512
CBP,CE,20-48-2,3,None,relu,0.14741578698158264,0.14741578698158264,0.9732432432432432,0.9731081081081079
CBP,CE,20-48-2,4,None,relu,0.15816563367843628,0.15816563367843628,0.9716216216216216,0.9716216216216216
CBP,CE,20-48-2,5,None,relu,0.14699287712574005,0.14699287712574005,0.9714864864864864,0.9714864864864864
CBP,CE,20-48-2,6,None,relu,0.13513049483299255,0.13513049483299255,0.9755405405405404,0.9752702702702702
CBP,CE,20-48-2,7,None,relu,0.1413263976573944,0.1413263976573944,0.9748648648648648,0.9748648648648648
CBP,CE,20-48-2,8,None,relu,0.16002385318279266,0.16002385318279266,0.9735135135135136,0.9735135135135136
CBP,CE,20-48-2,9,None,relu,0.15188434720039368,0.15188434720039368,0.9745945945945946,0.9744594594594594
BP,CE,20-55-2,0,None,relu,0.3638629913330078,0.3638629913330078,0.9648648648648648,0.9648648648648648
BP,CE,20-55-2,1,None,relu,0.3406120538711548,0.3406120538711548,0.9666216216216216,0.9666216216216216
BP,CE,20-55-2,2,None,relu,0.3660518229007721,0.3660518229007721,0.9667567567567568,0.9667567567567568
BP,CE,20-55-2,3,None,relu,0.3524909019470215,0.3524909019470215,0.9683783783783784,0.9683783783783784
BP,CE,20-55-2,4,None,relu,0.330299437046051,0.330299437046051,0.9702702702702702,0.9702702702702702
BP,CE,20-55-2,5,None,relu,0.3647660911083221,0.3647660911083221,0.9647297297297296,0.9645945945945946
BP,CE,20-55-2,6,None,relu,0.3228360116481781,0.3228360116481781,0.9702702702702702,0.9702702702702702
BP,CE,20-55-2,7,None,relu,0.35074111819267273,0.35074111819267273,0.9645945945945946,0.9645945945945946
BP,CE,20-55-2,8,None,relu,0.3189057409763336,0.3189057409763336,0.9662162162162162,0.9662162162162162
BP,CE,20-55-2,9,None,relu,0.3204648196697235,0.3204648196697235,0.9724324324324324,0.9724324324324324
CBP,CE,20-55-2,0,None,relu,0.16154912114143372,0.16154912114143372,0.9731081081081079,0.9731081081081079
CBP,CE,20-55-2,1,None,relu,0.13858647644519806,0.13858647644519806,0.9722972972972972,0.9722972972972972
CBP,CE,20-55-2,2,None,relu,0.16738654673099518,0.16738654673099518,0.9725675675675676,0.9724324324324324
CBP,CE,20-55-2,3,None,relu,0.16173619031906128,0.16173619031906128,0.9722972972972972,0.9722972972972972
CBP,CE,20-55-2,4,None,relu,0.1722252368927002,0.1722252368927002,0.9713513513513512,0.9713513513513512
CBP,CE,20-55-2,5,None,relu,0.1313353180885315,0.1313353180885315,0.9722972972972972,0.9722972972972972
CBP,CE,20-55-2,6,None,relu,0.12993508577346802,0.12993508577346802,0.9754054054054054,0.9752702702702702
CBP,CE,20-55-2,7,None,relu,0.13030990958213806,0.13030990958213806,0.9731081081081079,0.9731081081081079
CBP,CE,20-55-2,8,None,relu,0.16570255160331726,0.16570255160331726,0.9741891891891892,0.9741891891891892
